Restaurent Name,Address,City,Final Address,Latitude,Longitude,Zone,Easting,Northing,Type
Nashtawaala,Vasai Railway Station Rd,vasairoad,"Vasai Railway Station Rd ,  vasairoad",19.3836174,72.830838,43,272181.4847,2144706.516,Restaurent
Utsav Pure Veg,"Shop No.14, Gokul Park, Manav Mandir Landmark:- Near old Swaminarayan Mandir Off",vasairoad,"Shop No.14, Gokul Park, Manav Mandir Landmark:- Near old Swaminarayan Mandir Off ,  vasairoad",19.3836174,72.8251915,43,271588.2317,2144713.984,Restaurent
Dandekar Lunch Home,"Shop No. 9, Periyar CHS, MG Road, Vasai Road West, opp. D'Mart",vasairoad,"Shop No. 9, Periyar CHS, MG Road, Vasai Road West, opp. D'Mart ,  vasairoad",19.3836174,72.8149596,43,270513.2065,2144727.565,Restaurent
Aarna Dine inn,"DC Club, Papdy - Bangli Rd, behind Big Bazaar",vasairoad,"DC Club, Papdy - Bangli Rd, behind Big Bazaar ,  vasairoad",19.3836174,72.812594,43,270264.6615,2144730.714,Restaurent
Idli Culture,"B-109, Neel Nayan Bldg, near deewan market",vasairoad,"B-109, Neel Nayan Bldg, near deewan market ,  vasairoad",19.3836174,72.8371699,43,272846.7475,2144698.165,Restaurent
Mosshi The Asian Kitchen,"Shop no 28 Lotus Apartment, near K Moviestar Star Cinema, Kaul's Heritage City",vasairoad,"Shop no 28 Lotus Apartment, near K Moviestar Star Cinema, Kaul's Heritage City ,  vasairoad",19.3836174,72.8137457,43,270385.6665,2144729.181,Restaurent
The Small Town's Diner,"Shop F-7, Jayraj Nagar CHS, 100 Feet Rd, opposite Advanced Dental Care",vasairoad,"Shop F-7, Jayraj Nagar CHS, 100 Feet Rd, opposite Advanced Dental Care ,  vasairoad",19.3836174,72.8237833,43,271440.2781,2144715.849,Restaurent
Seasons Vasai,"Bad Boyz 101 - 107, 1st Floor, Dheeraj Shopping Centre, Evershine Last Stop",vasairoad,"Bad Boyz 101 - 107, 1st Floor, Dheeraj Shopping Centre, Evershine Last Stop ,  vasairoad",19.3836174,72.8351704,43,272636.6697,2144700.799,Restaurent
MY DREAM CAFE,"60 Feet Rd, opp. ganesh mandir",vasairoad,"60 Feet Rd, opp. ganesh mandir ,  vasairoad",19.3836174,72.8291821,43,272007.5067,2144708.704,Restaurent
Vasai Local Restaurant,"Vasai local restaurant Marry villa roof top, near MNS office",vasairoad,"Vasai local restaurant Marry villa roof top, near MNS office ,  vasairoad",19.3836174,72.8439773,43,273561.9664,2144689.214,Restaurent
Kerala Cafe,"Ground Floor, Vardan Apartment, St Alphonsa Church Rd",vasairoad,"Ground Floor, Vardan Apartment, St Alphonsa Church Rd ,  vasairoad",19.3836174,72.8224015,43,271295.098,2144717.681,Restaurent
The Oceanus Theme Restaurant,"1st floor, Imperial Classic building, Bhabola Naka",vasairoad,"1st floor, Imperial Classic building, Bhabola Naka ,  vasairoad",19.3836174,72.815207,43,270539.1999,2144727.236,Restaurent
Rolls On Coals,"Shop No 5, Moti Niwas, Ambadi Rd, opposite Kotak Mahindra Bank",vasairoad,"Shop No 5, Moti Niwas, Ambadi Rd, opposite Kotak Mahindra Bank ,  vasairoad",19.3836174,72.8274649,43,271827.0881,2144710.975,Restaurent
Rolls On Coals,"Rashmi Divya Complex, B-12, Nalasopara - Vasai Link Rd",vasairoad,"Rashmi Divya Complex, B-12, Nalasopara - Vasai Link Rd ,  vasairoad",19.3836174,72.8267847,43,271755.6224,2144711.875,Restaurent
Kubera Veg Restaurant,"Dewan Tower, Ground Floor, Vasai Station Rd, opposite Parvati Cinema",vasairoad,"Dewan Tower, Ground Floor, Vasai Station Rd, opposite Parvati Cinema ,  vasairoad",19.3836174,72.828915,43,271979.4437,2144709.057,Restaurent
Anand Restaurant,"Shree Sankalp Siddhi Complex Shop no.1&2,below platinium hospital, opposite Range office",vasairoad,"Shree Sankalp Siddhi Complex Shop no.1&2,below platinium hospital, opposite Range office ,  vasairoad",19.3836174,72.8498863,43,274182.793,2144681.468,Restaurent
Gajali malvani katta,"Regal Complex, near Acp office",vasairoad,"Regal Complex, near Acp office ,  vasairoad",19.3836174,72.8295108,43,272042.0417,2144708.269,Restaurent
Sarkar Misal - Mira Road (सरकार मिसळ आणि चहा),"Shop No - 7, Ostwal Point, Kanakia Rd",miraroad,"Shop No - 7, Ostwal Point, Kanakia Rd ,  miraroad",19.3836174,72.8752605,43,276848.7012,2144648.445,Restaurent
Modern Lunch Home,"Shop No.17 A wing Shanti shopping Centre, opp. Railway station",miraroad,"Shop No.17 A wing Shanti shopping Centre, opp. Railway station ,  miraroad",19.3836174,72.8634363,43,275606.4109,2144663.784,Restaurent
Grill House Junction,"Shop No 9, Woodland CHS, opp. Miraj Wines",miraroad,"Shop No 9, Woodland CHS, opp. Miraj Wines ,  miraroad",19.3836174,72.8666926,43,275948.5295,2144659.551,Restaurent
Belfast Bistro,"11, Jangid Arcadia, Kanakia Rd, near Bhairav Residency, opp. JANGID ENCLAVE TULIP",miraroad,"11, Jangid Arcadia, Kanakia Rd, near Bhairav Residency, opp. JANGID ENCLAVE TULIP ,  miraroad",19.3836174,72.8743921,43,276757.4644,2144649.569,Restaurent
Mira Kitchen,"Shop no. 5, G wing, Rashmi tanmay Building, Beverly Park Rd",miraroad,"Shop no. 5, G wing, Rashmi tanmay Building, Beverly Park Rd ,  miraroad",19.3836174,72.8721582,43,276522.7638,2144652.461,Restaurent
AANYO'S,"Shop no.4, E Wing, Neel Vasundhara, Mira Rd E, near Amber Plaza",miraroad,"Shop no.4, E Wing, Neel Vasundhara, Mira Rd E, near Amber Plaza ,  miraroad",19.3836174,72.8735134,43,276665.1454,2144650.706,Restaurent
Food Chakra,"Shop no 7, D Holy Complex, Mira Bhayander Road, near Deepak Hospital Rd",miraroad,"Shop no 7, D Holy Complex, Mira Bhayander Road, near Deepak Hospital Rd ,  miraroad",19.2926795,72.8615909,43,275288.0376,2134598.227,Restaurent
Mcooozaaa,"shop no.5, Asmita Orient, Near Rassaz Theatre",miraroad,"shop no.5, Asmita Orient, Near Rassaz Theatre ,  miraroad",19.2842281,72.8630122,43,275425.9145,2133660.715,Restaurent
Gup Shup - The Fast Food,"Shop No.1, Poonam Cluster Phase - 3 Srishti Complex, Opp. Surya Shopping Centre",miraroad,"Shop No.1, Poonam Cluster Phase - 3 Srishti Complex, Opp. Surya Shopping Centre ,  miraroad",19.2736254,72.870184,43,276165.4528,2132477.6,Restaurent
Sagar fastfood,"shop no. 3, Mansarovar saraswati chs ltd, road, opposite brand factory",miraroad,"shop no. 3, Mansarovar saraswati chs ltd, road, opposite brand factory ,  miraroad",19.27859,72.8794365,43,277144.92,2133015.319,Restaurent
Buzz Fast Food,"Shop no.11, Poonam Estate Cluster2, Nityanand Nagar,Nr Balaji Hotel, Mira, Road",miraroad,"Shop no.11, Poonam Estate Cluster2, Nityanand Nagar,Nr Balaji Hotel, Mira, Road ,  miraroad",19.2761688,72.8712714,43,276283.2304,2132757.78,Restaurent
SPICE LOVE CHINESE RESTAURANT,"K D Empire, SPICE LOVE, Kanakia Rd, NEAR TIWARI ENGINEERING COLLAGE",miraroad,"K D Empire, SPICE LOVE, Kanakia Rd, NEAR TIWARI ENGINEERING COLLAGE ,  miraroad",19.3002159,72.8762326,43,276837.4232,2135413.668,Restaurent
Libon - Fast Food,"Shop No. 8 Asmita Singapore plaza, opposite Rassaz Circle",miraroad,"Shop No. 8 Asmita Singapore plaza, opposite Rassaz Circle ,  miraroad",19.2836987,72.8629814,43,275421.9543,2133602.144,Restaurent
